course,review,stars,provider
Become a Journalist - Master in Journalism with this 5 Courses Bundle,It's really high quality education,5.0,janets
Nursery Teacher Training with Child Psychology Course - CPD Accredited,,4.3,janets
Facilities Management Diploma - CPD Certified,"Having worked as a Retail Centre Manager and responsible for the facilities management of the site and procurement of trades, I believe this course provides valuable insights to the role and how the role is progressing from what was once considered a subservient role to one which is critical to a business and how it should be adopted at a strategic level rather than part way through any given project 'picking up the pieces'.",5.0,janets
Psychology Diploma,excellent,5.0,janets
IT Administrator Diploma,Good. Worth of money,5.0,janets
Sage 50 Payroll Complete Course - CPD Certified,,5.0,janets
Xero Accounting and Bookkeeping Course,,5.0,janets
Mental Health of Youth in Schools,It’s not clear from the description that this course is mainly about autism. Very useful for someone who has an autistic child or for if they work/want to work in this area but I probably wouldn’t have purchased this course if I knew this in the first place.,4.0,janets
Employment Law for HR Managers - CPD Accredited,good informative course,5.0,janets
Children and Adolescents Counselling Course - CPD Certified,Exceptional material and course work,5.0,janets
Diploma in Professional Chef - CPD Certified,,5.0,janets
Level 2 Certificate in Cleaning - CPD Certified,"First ever course iv had on cleaning , it has opened my eyes , loved the course, excellent.",5.0,janets
Car Maintenance Certificate Level 2 + DIY Repair Expert,need to have the final paperwork to get leave 2,5.0,janets
Therapeutic Massage Training Course for Therapists,,5.0,janets
Xero Accounting and Bookkeeping Course,,5.0,janets
Minute Taking Course - CPD Certified,A really comprehensive course. Reed Employment offers some good courses at a budget price. Looking to upskill your experience and knowledge - a great way is to choose Reed Employment course. Highly recommended.,5.0,janets
Xero Accounting and Bookkeeping Course,,4.3,janets
Child Care Essentials - CPD Certified,Quite easy to read through and I was familiar with the most of the content of the course but I have a certificate from it so I'm happy,5.0,janets
Certified Anti Money Laundering Specialist (CAMS) - CPD Certified,,2.6,janets
Xero Accounting and Bookkeeping Course,Brilliant presentation!!!! A course of full informative and effective topics on accounting and bookkeeping.,5.0,janets
Counselling & Psychotherapy Level 2 + Active Listening Diploma (Only £21),,5.0,janets
Diploma in Alternative Medicine - CPD Certified,Best,5.0,janets
British Sign Language (BSL) Level 1 & 2,I was impressed with the content and accessibility of this course. I found it useful and enjoyable.,5.0,janets
Level 3 Diploma in Child Care - CPD Certified,"To understand your child, this course is very much importantant and substantiative. Helps you to get through all the infancy process",4.3,janets
EYFS Teaching Assistant Training Course,"Hey, lovely course design!! I recommend...thanks :))))))))",4.6,janets
Health and Safety Certificate Course - CPD Certified,Good,4.0,janets
Minute Taking Course - CPD Certified,I am really enjoying this course and I am finding it very interesting.,5.0,janets
"Creative Writing Bundle Course: Drama, Comedy, Thriller, Fiction and Horror","Excellent course, I thoroughly enjoy taking part. A very well presented and delivered course.",5.0,janets
Facilities Management Diploma - CPD Certified,,5.0,janets
Level 3 Diploma in Child Care - CPD Certified,Struggled a bit initially to access the course with the help of their customer service.but the course is highly informative and I learnt a lot of new things. Recommended,4.6,janets
Sage 50 Payroll Complete Course - CPD Certified,"Having problems getting onto course, going through every thing as asked and still not getting to open content",4.0,janets
Child Care Essentials - CPD Certified,"To understand your child, this course is very much importantant and substantiative. Helps you to get through all the infancy process.",4.6,janets
Xero Accounting and Bookkeeping Course,"The Course on offer was exactly the same as several other providers namely coursegate.co,uk, as janets,org. When purchasing beware. Also the verson of Zero on the course is not the same as the free trail, and you have to search for area of the application to follow the procedure. This course needs to be re-written",1.3,janets
Family Support Worker Course,Full of information good course to develop your knowledge.,5.0,janets
Level 3 Diploma in Child Care - CPD Certified,"So much information and detailed, easy to follow and very professionally laid out, with added utube clips to follow on from content.",5.0,janets
"Microsoft Office 2016 Complete Course (Word, Excel, PowerPoint, Access & Outlook) - CPD",The informaton is invaluable. I am learning alot.,4.0,janets
Car Maintenance Course - CPD Certified,Starting my coruse next week hope it goes all week can’t wait to start it thank you,5.0,janets
Xero Accounting and Bookkeeping Course,,3.0,janets
Car Maintenance Certificate Level 2 + DIY Repair Expert,,4.6,janets
Car Maintenance Certificate Level 2 + DIY Repair Expert,Very good service. Thank you so much!!,5.0,janets
Pass Your Driving Test – Theory Course,"The title of this course is misleading. This was shown as a hugely discounted course and i expected it to be covering actual Driving THEORY. Not several [duplicated] pages of what to expect on the actual day- something which anybody could google easily - it took me less than 30 mins to complete. I feel it was mis-sold, so do not recommend.",1.0,janets
"Microsoft Office 2016 Complete Course (Word, Excel, PowerPoint, Access & Outlook) - CPD",Very good training and responsive friendly service. Totally worth the value. Really enjoyed.,5.0,janets
Car Maintenance Certificate Level 2 + DIY Repair Expert,Appalling course. The level of written language is ridiculously poor. Final 'exam' questions are not legible. Answers are marked as incorrect when they're clearly correct.,1.0,janets
Health and Social Care Level 2 + Physiotherapy Training Level 2 (Only £23),,4.3,janets
Level 2 Certificate in Cleaning - CPD Certified,I have already left a review but been asked for another. Maybe they thought I’d change my review from poor to good. Sorry but I won’t. The course is not much use if you want to work in the UK. It does not cover COSHH guidelines and much of the content is American. When completed I was directed to pay for my certificate which should have been free. Took several emails before they agreed to refund £4.99! I have recently got a cleaning job but the employer did NOT recognise this course.,2.0,janets
Minute Taking Course - CPD Certified,"This course was poorly constructed. Instead of an overview and then modules focusing on the various aspects of minute-taking; just a collection of modules which overlapped and repetition without any reference. There was little interactivity. One of the modules had questions at the end, although there were no real clues how to answer them until the next module. The quality of content was mixed. There was irrelevance, US-oriented content, OneNote instructions, spelling and formatting errors.",3.0,janets
Security Management Diploma - CPD Certified,,5.0,janets
Sage 50 Payroll Complete Course - CPD Certified,,2.3,janets
Sage 50 Payroll Complete Course - CPD Certified,Great course,5.0,janets
Bereavement and Grief Counselling Course,Good course the material is easy to read and understand,4.0,janets
Advanced Diploma in Office Administration - CPD Certified,"It’s a great course and advanced as the title. Very detailed and informative, you learn a lot specially about the bookkeeping and financial terms. The videos added are great help to understand each module. I do recommend it.",5.0,janets
Sage 50 Payroll Complete Course - CPD Certified,"I'm not happy about the sage app that came with the course. I know it's not the full app but It's supposed to work. It's locked me out quite A number of times & I can't access it completely. I tried chatting online with customer service but no response. It's not user friendly &difficult to navigate thru. However the course content is quite good but I need the app, it's not really worth doing it as it's the practical side of it that is more important ( for me at least!) I",2.0,janets
Online TEFL Course - Certificate Included,,5.0,janets
Garden Design & Landscaping Level 2 + Gardening Diploma Level 3 (Only £27),"Following receiving the e-mail and choosing the course, I found that the price was very competitive. The service from ordering to the delivery was excellent. I feel that the course material is outstanding.",5.0,janets
Diploma in Professional Chef - CPD Certified,,5.0,janets
Health and Safety Certificate Course - CPD Certified,,5.0,janets
Logistics and Supply Chain Management for Production Planner,,5.0,janets
Become a Professional Graphic Designer - 5 Courses Bundle - Special Discount Offer - £39,,3.3,janets
Diploma in Poultry Farming - CPD Certified,,4.3,janets
"Office Admin, Secretarial and PA Diploma - CPD Certified","It's a 2013 package which is not clear on purchase. There are alot of typos. I phoned the customer services to ask what does DART mean which is in Getting started, Module 5, page 27. But they didn't reply....",1.6,janets
Expert Cake Baking Course,?????,5.0,janets
Xero Accounting and Bookkeeping Course,Very poor quality course. The video tutor has clearly never worked with Xero before. I got about 20 mins in before giving up.,1.0,janets
Sage 50 Payroll Complete Course - CPD Certified,Rubbish,1.6,janets
Office Skills and Receptionist Course - CPD Certified,Easy to use and content good,4.0,janets
Supply Chain Management Diploma + Level 2 Certificate in Purchasing and Procurement,,5.0,janets
Massage Therapist Course - CPD Certified,Fantastic course full of all the information you need to be involved in this field. Due to the range of exam questions you cannot pass this unless you have fully read and understood the course. Very happy to say I passed and my certificate was delivered within a week.,5.0,janets
Become a Computer Maintenance Specialist - 7 Computer Maintenance Course Bundle,"I subscribed to this course to get up-to-date with computers/computing having studied it 30 years ago. Sadly the course content so far is quite dated referring to Cathode Ray Tube (CRT) monitors, PDAs (some of which can be used to make cellular calls!) and no mention of smart phones or SSD storage. Makes me concerned whether I actually getting up to date across any of the course content or just catching up to 15 years ago!",3.3,janets
Property Development and Management Course,Fantastic and a massive building block for any successful persons to attain. ?? worth it.,5.0,janets
Become an IT Professional (Pack of 5 Professional IT Courses) - Certificate Included,"I'm requesting a refund. I bought the course in one day, the next day I saw that the site does not exist terms and conditions, I canceled and requested the money back. But they are refusing to give it back. I did not take the course or the money back. I have 14 days to ask for the money back, I did the next day and they denied it. no one answers, no site and no conditions. It is not reliable. I hope I do not waste my time and money on this. never buy on reed again.",1.0,janets
Advanced Diploma in Real Estate,Great course to be a practical realtor,5.0,janets
Complete Photography Course - 5 Photography Courses in 1 with Certificate,,5.0,janets
British Sign Language (BSL) Level 1 & 2,"Probably the best sign language course, it's very well organised and the instructor explanation is very easy to understand. The price is right for the quality of course you get. I learned a lot after starting the course. Would definitely recommend this course to anyone who is interested in learning British sign language.",5.0,janets
Child Psychology Level 5 Advanced Diploma + Advanced Diploma in Child Care,Very excited for this journey l just started. Thank you. You bit education. Education ls power,5.0,course_gate
Lash Extension and Perm Training,course states that you can claim a PDF Certificate by paying a little processing fee of £2. NOT TRUE actually £15 Not much content on eyelash perming either,2.0,course_gate
Teaching Assistant Level 2,"I completed this level 2 course directly before doing the level 3 course, and unfortunately, the material for level 3 is exactly the same, the same wording, the same phrases down to every sentence in the modules. the only difference between this and level 3 is 1 extra module at the end of level 3 course. if your considering doing both, don't just do this no point in doing level 2 & 3. would only recommend doing level 3",1.0,course_gate
Teaching Assistant Level 3,"I completed this level 3 course directly after doing the level 2 course, and unfortunately, the material for level 3 is exactly the same, the same wording, the same phrases down to every sentence in the modules. the only difference between this and level 2 is 1 extra module at the end. if your considering doing both, don't just do this no point in doing level 2 & 3",1.0,course_gate
Motorbike Maintenance Course,I got this course on a discount but a very good course the worst thing about this course was that I wasn’t able to download the content after completely the course for future reference,5.0,course_gate
Diet and Nutrition Diploma Level 5,I quite enjoyed the course,5.0,course_gate
Interior Design Course Level 5,Over all good value,5.0,course_gate
Life Coaching Diploma Level 5 + FREE Templates,"This really isn't a course, more a workbook with a few simple tests to help your progress. I would not recommend. Just buy a book.",1.3,course_gate
Quality Control Assistant Training Course - CPD Accredited,,4.0,course_gate
Report Writing Skills,,5.0,course_gate
"Microsoft Excel Complete Course 2019 - Beginner, Intermediate & Advanced - CPD Accredited",,5.0,course_gate
Wedding Planner Course + Diploma in Event Management,,3.0,course_gate
Plumbing Skills Training Course,The boy I bought this for has since passed away. I will complete the course now instead.,3.0,course_gate
Airport Management Course - CPD Accredited,"Excellent course content, good for those stepping into the field/industry and those industry experts requiring a mere refresher from time-to-time. I would highly recommend. Thank you.",5.0,course_gate
Basic Electricity Course - CPD Accredited,"No problem with the quality of your course material, but having already paid to do the course, the doubles amount payments for certification were unacceptable. This should be CLEARLY stated up front",4.0,course_gate
Health and Social Care Level 3 Certification Course - CPD Accredited,Would advice anyone to gp for it,5.0,course_gate
Leadership and Management Diploma Level 5 + FREE eBook,"Im enjoying the course, never say no unless you try something new",4.6,course_gate
Luxury Spa Facial Online Course - CPD Accredited,Had to keep do it over again has it would not load to the next one,3.3,course_gate
Teaching Assistant Level 3,"It's a copy and paste course. Most of the information is outdated and filled with Americanisms and on the autism chapter it states that autism can be cured. The information does not relate to the assessment questions. Lot's of add-on's in terms of cost they don't mention. Kept trying to give me a random unrelated certificate for £4.99. Scam. Assessment 4 test doesn't have the right answers, freezes & makes you pay. Other people left same reviews and had the same problem. If its a glitch fix it.",1.0,course_gate
Diploma in Graphic Design,Didn't understand from where will start our course. I didn't receive any course details.,1.0,course_gate
Internal Audit Skills Training Course - CPD Accredited,"I will highly recommending this course. The content is great. I have enjoyed studying this course, because I could study at my own pace.",5.0,course_gate
Sports First Aid - CPD Accredited,"I did this course as my certificate had ran out and it was costing £69 for a 1 day course to renew. The information provided and questions are the same as on a course, the only difference is you obviously don't have the practical part. This is fine if you've been doing 1st aid for a while. To get your certificate there is a cost, despite being told the PDF is free however, it's only £7 so you're still saving a hefty fee.",5.0,course_gate
Teaching Assistant Level 2,"The lectures was a fraction too long. I struggled to remember everything and had to retake a couple of exams, but I got there in the end. I would strongly advise taking a break after every unit of the module, due to the length of the tutorial, but overall, a good course.",4.3,course_gate
GDPR Certificate - CPD Accredited,,4.0,course_gate
Child Psychology Level 5 Advanced Diploma + Advanced Diploma in Child Care,,4.6,course_gate
Food Hygiene and Safety Course Level 2 - CPD Accredited,,5.0,course_gate
DIY Home Improvements & Repair,Thanks :) Recommended! :))))),5.0,course_gate
Internal Audit Skills Training Course - CPD Accredited,The course was amazing! As expected. Would recommend this course if anyone is interested in learning about Audit. All in all a great experience.,4.6,course_gate
Professional Chef Course - CPD Accredited,Reed are very professional and the courses are well structured and cheaper than other courses. This Professional Chef course is the best course in catering!. Thanks Reed.,5.0,course_gate
Basic Electricity Course - CPD Accredited,,3.3,course_gate
Property Law Level 2 - CPD Accredited,"I haven't finished the course yet. The units so far are all very in depth, useful information.",5.0,course_gate
Xero Bookkeeper Training - CPD Accredited,Took the Xero bookkeeping course and learned a lots of updated features.,4.6,course_gate
Copywriting Course Level 4,Lots of laws are included in the course. Easy to understand. Highly recommended.,4.6,course_gate
Motorbike Maintenance Course,"This course clearly has parts ripped from some car repair course and there are several sections that refer to car specifics such as fan belts, it even refers to a magazine, there is a section that states ""roll up this magazine and stack book on it"" used to describe strength of materials. not worth asking price if I hadn't got it on a deal, save your cash go and buy a proper book you'll learn more, it only took me 1 hour to read every section utter garbage!",2.3,course_gate
Diploma In Microbiology - CPD Accredited,,5.0,course_gate
Copywriting Course Level 4 + Microsoft Word For Beginners,,5.0,course_gate
Leadership and Management Diploma Level 5 + FREE eBook,"To Lead and manage, this course is one of best course having a lots of modules.",4.6,course_gate
Leadership and Management Diploma Level 5 + FREE eBook,Amazing Course!!! Several topics are arranged in several modules on leadership and management.,4.6,course_gate
GDPR Certificate - CPD Accredited,Great quick intro to the basics of the topic. Good value for money,5.0,course_gate
Advanced Diploma in Health and Safety,Informative and well explained.,5.0,course_gate
Leadership and Management Diploma Level 5 + FREE eBook,Really enjoyed the course. Lots of information I learned from the course.,4.6,course_gate
Leadership and Management Diploma Level 5 + FREE eBook,A 5 star in all aspects and the e-book is something I would keep in my archive for a long time.,5.0,course_gate
Leadership and Management Diploma Level 5 + FREE eBook,A worth buying course.The free reading materials along with the course content were brilliant.Thanks,4.6,course_gate
Advanced Diploma in Health and Safety,,5.0,course_gate
Diploma in Transport Management,"Poor quality videos that gave little help, if any to the course",3.3,course_gate
Street Photography Course,"The course provides a detailed analogy of why you should cherrypick the street photography genre out of so many other, less impulsive and certainly less tiring genres of photography.",4.6,course_gate
Advanced Diploma in Health and Safety,"Nice certificate to have. A few details needs to be worked on but all in all, a good value for money",4.6,course_gate
Life Coaching Diploma Level 5 + FREE Templates,A quite detailed course that helped me refresh my knowledge.,4.3,course_gate
Adult Safeguarding Level 3 - CPD Accredited,Enjoyed the course.,4.6,course_gate
Depression Counselling Diploma Level 3,Enjoyed this course learnt a lot simple to follow no extra costs A big ??s up,5.0,course_gate
Food Hygiene and Safety Course Level 2 - CPD Accredited,,5.0,course_gate
Xero Bookkeeper Training - CPD Accredited,"This course is exactly the same that is sold by janets,org. coursegate.co,uk course is not good in the respect the version of xero is not the same as the free trial obtained from xero, and one has to hunt for the relevant section of the application to follow the procedure. The presentaion of the trainer was not the most polished I have see.",1.3,course_gate
Youth Work Certificate Level 2,Great course informative. certificate to add to your portfolio.,5.0,course_gate
Sports First Aid - CPD Accredited,,5.0,course_gate
Sports First Aid - CPD Accredited,"Certificate is meant to be included, yet when course completed there was a £2 for each pdf certificate and £9 for each hard copy- misleading. With other online courses the certificate is usually available immediately to download. Course was easy to follow and fairly comprehensive.",4.0,course_gate
Diploma in Graphic Design,I have done a little of the course and found it very interesting,5.0,course_gate
Advanced Diploma in Health and Safety,,4.6,course_gate
Property Law Level 2 - CPD Accredited,Rubbish in total,1.3,course_gate
Facilities Management Diploma Level 5,"Important course for me. Finished it, did the tests and got my results instantly. Got complete insight into facilities management.",5.0,course_gate
Web Design and Wordpress Training Bundle,This is a very old course and of very little use. Very old versions of plugins and outdated software. Not good at all. Save your money. Glad I never paid the full asking price I would have been disgusted. Just requested a refund. Lets see how good they are at refunding their payments,1.0,course_gate
Advanced Diploma in Health and Safety,#,5.0,course_gate
Sports First Aid - CPD Accredited,"I brought this course and had access to it after 24 hours. It has a lot of information, mainly about first Aid with some injuries that may occur in sports. Certificate was meant to be free but they tried applying a charge. I phoned them and they have informed me they will email me a pdf certificate.",4.0,course_gate
Warehouse and Inventory Management,100%satisfactory,5.0,course_gate
GDPR Certificate - CPD Accredited,#,5.0,course_gate
Data Analysis In Excel - CPD Accredited,Highly recommended. Developed my excel skill for my job.,5.0,course_gate
Nursery Nurse Diploma Level 3 - CPD Accredited,"Albert at Course Gate promised a refund for this course, which I have not received, now Liam at Course Gate has sent me the same initial response email asking if I would like to exchange for another course!!! The course is rubbish, at best it is a simplified introduction to working in a nursery. Not worth the paper the certificate would be printed on! Avoid this course and avoid Course Gate!!",1.0,course_gate
GDPR Certificate - CPD Accredited,Excellent course and just right contain,5.0,course_gate
GDPR Certificate - CPD Accredited,,5.0,course_gate
Operations and Security Management - CPD Accredited,This is D BEST Ever thanks,5.0,course_gate
Airport Management Course - CPD Accredited,Not what was expecting thought it was UK or Europe based but I’ll give it a go !!,2.3,course_gate
Internal Audit Skills Training Course - CPD Accredited,,5.0,course_gate
Airport Management Course - CPD Accredited,,4.6,course_gate
Food Hygiene and Safety Course Level 2 - CPD Accredited,,5.0,course_gate
Operations and Security Management - CPD Accredited,,5.0,course_gate
Basic Electricity Course - CPD Accredited,,4.0,course_gate
Motorbike Maintenance Course,Very happy with course information.,5.0,course_gate
Port Management Diploma - CPD Accredited,"Great Course. Great support team, quick to reply to questions. Thank you",5.0,course_gate
Airport Management Course - CPD Accredited,"This course based on the american airports systems in general, however if you have worked in any airport anywhere else outside USA, you can get a good idea about the airport management.",4.6,course_gate
Nursery Nurse Diploma Level 3 - CPD Accredited,,5.0,course_gate
Nursery Nurse Diploma Level 3 - CPD Accredited,,5.0,course_gate
Data Analysis In Excel - CPD Accredited,"The person talking got things wrong, droned on, found it boring. No written information or subtitles so had no choice but to listen. I have completed many courses and this was one you could probably get on you tube for free!",1.3,course_gate
Basic Electricity Course - CPD Accredited,Will highly recommend to anyone who has interest in DIY and electricals.,5.0,course_gate
Health and Social Care Level 3 Certification Course - CPD Accredited,,5.0,course_gate
Internal Audit Skills Training Course - CPD Accredited,"Too focused on Environmental audit, I was expecting more fields, like financial.",3.3,course_gate
Airport Management Course - CPD Accredited,"The content of the course is applicable only to regulations, corporations and governments based on USA, not UK.",1.0,course_gate
Plumbing Skills Training Course,"This course is aimed at a USA audience.....Although there are similarities in the processes,the language used and the laws set out are mainly for US based learners......I have requested a refund",3.0,course_gate
Level 3 Coaching & Mentoring Course - CPD Accredited,"Don't bother - buy a cheap book about coaching on Amazon and watch some videos on YouTube. The content is basic and badly written, the videos are just taken from YT including some that cut off short and others that are barely relevant to the module. Pointless.",2.0,course_gate
Portuguese as Foreign Language,The content is not worth the money that the course is. Had quite a few problems to get the exam to work and still not fixed.,2.0,course_gate
Basic Electricity Course - CPD Accredited,,5.0,course_gate
Advanced Diploma in Health and Safety,"Not quite finished it yet but there are a couple of videos missing that either wont play or have been removed. I asked about this but got no reply, its a bit like, 'we've got your money we don't care' !! Course seems ok though.",3.6,course_gate
Port Management Diploma - CPD Accredited,The course is has given me an update on the present state of port management and all the parties involve. I am happy.,5.0,course_gate
Diploma In Microbiology - CPD Accredited,"A pretty general guide to the basics of microbiology. It contains specific terminologies for the science of microbiology. It is relatively easy to understand. It can be used as a ""starting base"" or simply a microbiology reminder from studies. You do not need any significant knowledge of microbiology to complete it though, some knowledge of biology is advisable. PS The word ""helminth"" is an artificial classification and this should be clearly marked in the course.",4.6,course_gate
Computer Science 101 - CPD Accredited,still waiting to start my course as well as computer maintenance specialist course,3.0,course_gate
